report_date,CUSTOMER_ID,bank_account_identifier,type_of_bank_account,eligible_account,bank_account_number,account_label,currency,balance,interest,blocked_account_indicator,country_of_branch_of_account,blockage_reason,explanation,bank_identifier,branch
2019-03-31,66FCF29E5B3078C7B39D3C07783E685B12,EBBA9DD5EA974DB27A326C31A4EE5B49,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,887452,8556,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,1CE11D8E1569CE2020D6B54AD9EA94FD0C,EBDC2E12263D867CE0BFACFD60D3D905,REK-SPAAR,DGS,051C7CA927818465ABFAF6AF,GOUDEN KLAVER,EUR,6881114,6924,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,288DBB9E65E3662B53F691B01F031B79BC,EBE1107B5C660A52A5966A931B889CF0,REK-SPAAR,DGS,32F68A1568798B7E63375A53,GOUDEN KLAVER,EUR,273226,5593,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,BCE0576E6C244314BACD0D081C8CF74FAE,EC1C138C2735409992C267F59F2B8FD3,REK-SPAAR,DGS,CF82F1F911356166FA0BEBDA,GOUDEN KLAVER,EUR,6485787,2455,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4479A9078F4F017CE09E68EF0B9DA93B51,EC4805ACA8B71C1ED9D77ADBB50108A6,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3473353,436,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,BCCCE81F52D40D957E4FDF75FFEE0C0B59,EC623F32E1CBF30B9F92EB3CFA69E44A,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9991236,8427,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,C0F65295926CD2E41E5F09623D1F79A181,EC62B4691209982EDF0E54E7E7ED4B90,REK-SPAAR,DGS,27AEDD089E36B2ED0EB3D8DB,GOUDEN KLAVER,EUR,3428779,3918,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,256FF6CED1F230C49D9CD550CA72F4C0D7,EC6BFE784C2421910F0153526ED8FEFE,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9217507,6812,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,E0283FE296A0BAC84682AC5F71FE5E41E1,ECA2CBF0CB896D271F47E3DDDE654BC9,REK-SPAAR,DGS,E47B83939B4D7AEFE4EA5BC4,GOUDEN KLAVER,EUR,8132908,8622,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6C299C2BF1E99D7E1157402A16DEEB8A93,ECC01A8EDD687AD1EAB7F6E3DF73617B,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3291232,7261,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D30AE6BDB6AE33F3C2156772CA0577B089,ECCFD1517CF4B8461150B2997772F63C,REK-SPAAR,DGS,C84FA61C403FB17F7C34FDB6,GOUDEN KLAVER,EUR,4175031,4804,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4479A9078F4F017CE09E68EF0B9DA93B51,ECD59AAEF22E9596417840FFEE007470,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5832128,9803,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A66B5A3667F869A3B48B938D046CAF7251,ECD5E016CAFBA279BF28FCC6B9A333A5,REK-SPAAR,DGS,6E63F74814D2C3CDE2B32C3D,GOUDEN KLAVER,EUR,7895245,9218,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,B8054815AB07B2BBD1A84723E2E9A41D30,ECD9AB8000FBB49A8CDC3CCB67C3AB51,REK-SPAAR,DGS,5A34A7FF41D383AB342DBC23,GOUDEN KLAVER,EUR,6179827,2711,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6867E405AC9C977D996C66900B653E7643,ECE40D8F131F48BA056B3BBB3E4D9ACE,REK-SPAAR,DGS,BD9A505CE2F3027E4159CA0B,GOUDEN KLAVER,EUR,3109163,1865,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A24385506611B271804E23C25E0CB2E972,ECFF81B4881AF46914552356D54E15F1,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,1337349,2815,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D9DD0B1B054B4C4292AB7B1711E3E11DD1,ED107FCE2287DAF195A01CD5BD16BA6F,REK-SPAAR,DGS,CC150432D135D0E273F08A36,GOUDEN KLAVER,EUR,8290214,4799,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9774442AC310410B05F6A13BACC29E4826,ED16EAFB053F14E93BECFDA5D8F85F69,REK-SPAAR,DGS,60B4D422A51F123F4AEE28E9,GOUDEN KLAVER,EUR,1709737,9604,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,C642E009FBAEF6ACB8D076D8759B8D873C,ED1DD0142D5BFF11C2A52CC1A029DE18,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6139901,5422,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,95CFF0D5E3765F3355474BB1D24F498579,ED4C185C40276C72E92B3FE71C0EE748,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3373937,6097,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,476C574CC74797BB11879233460A59D3FF,ED5FFE3EA58C05941D39FADAC1B60827,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,8625436,5240,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,28863F594F096A8656735C4ADC0D2CB08C,ED840E572138406B68265235B4EC508C,REK-SPAAR,DGS,40501D75E9907155D87A748C,GOUDEN KLAVER,EUR,3038362,3841,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,28863F594F096A8656735C4ADC0D2CB08C,ED9B1BE9760E8487E8B8BA44E606C98A,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,1090477,2474,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,20796BD8C7DE2CEF2300AC5E968D2E7A67,EDB424D7204E9ACF9BE41D749756BF34,REK-SPAAR,DGS,08EB38018D08DF21D08F6D1A,GOUDEN KLAVER,EUR,8984799,4387,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,40C93425837F4A20702C5A50F0441BCEB6,EDB7717D9B2B2F0ECF2FEA6CC6DF024B,REK-SPAAR,DGS,E532C53AE7EA5BA56B141B5B,GOUDEN KLAVER,EUR,6701252,4812,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,34FBFF6A4C50091E957171FDEFAF88640F,EDE172BE893CCA005255FF759334C229,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5176891,5081,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,CC88BD8DFFFDE285B061F8008D6C6BBBD8,EDE6BFE30ECDD9A9684B2FC5365BDFF4,REK-SPAAR,DGS,6262D488625C677CCEBFF86F,GOUDEN KLAVER,EUR,5417290,6849,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9A6A1DA1C7D831A7DC98AD7B11F6A3EEA2,EDFAF28E0C2AD8F25907727E489578B6,REK-SPAAR,DGS,E8F01B8A244F125AB52CA748,GOUDEN KLAVER,EUR,5361730,1914,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,43ED4D23B8B2692A79B47B29024061D8FD,EE25260C6A7DE6A92858CB2ADE8D8F19,REK-SPAAR,DGS,87F08ACACCCF812794FC85AC,GOUDEN KLAVER,EUR,5399873,9227,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,E4056BA5C78586E0500A2EB86EAAFD3C6D,EE3CFCB1422B1576A46D4CFD5B816CE0,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2477171,5956,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,02AB0E72B0C06D078A46D772193D83599E,EE495DAAB730B50664AD15ED9779156E,REK-SPAAR,DGS,F813D168AA261DED248F0394,GOUDEN KLAVER,EUR,7028546,1619,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,043E09EAFA86FE02BD56D6B6BA971A0819,EE4CFB0EB0F265CEEA669D2EDF3294A5,REK-SPAAR,DGS,3C6E15D8E3D57EFD60C78A2C,GOUDEN KLAVER,EUR,6982680,4904,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,56CD685688EB6BAD2D163C3746F650577A,EE85A7E6B3E4FF68261F4A486BB296B1,REK-SPAAR,DGS,FAF28B501ABA57CEDDCDE410,GOUDEN KLAVER,EUR,5356200,5782,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,690BBCDB0E0CC1A1ED87921E60672D99A4,EE8F891068100DA6932AA468924609A6,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4614301,5301,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,45B00E448BA35F6A3625BDA3E86F003D7F,EEA3170415429AA723E0FA4CC5982914,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,1867943,4964,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4D5A19950E4BED69817A790FFC4282659D,EEBB9993F48301CCAA50F3D1A6415CD0,REK-SPAAR,DGS,752E0186E1743A17C724D365,GOUDEN KLAVER,EUR,1541195,8992,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,70ADB6374159B9340BE2C2198CD81EC0B3,EEC46946962BDA30E93F7B3C83892DAF,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2116006,7946,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,E333AD823A2A0E102EB7DC1A32D67C3637,EEF78A599078B6A5ADB91E4C933DBDD5,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6490060,419,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,25F3DEF2AEE6296486FE1FF838A7EAB88B,EF0A2AE0680B086435D699E36F406036,REK-SPAAR,DGS,EF4C19E06B90F7C9BA808BC2,GOUDEN KLAVER,EUR,4482541,5044,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,B1C4FF5C07276135500098BEFBF738C48E,EF0E5C798B4A94178250B8B5B56DA3FD,REK-SPAAR,DGS,0CF54E6EA520DEBFC391FAFF,GOUDEN KLAVER,EUR,6126960,9862,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,5BB236844E91FE929033D21DB3120A18E9,EF30A78E9248D18AAEC635E064C9C446,REK-SPAAR,DGS,321E1DC35AB7725755D589FA,GOUDEN KLAVER,EUR,7930444,4610,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9DC7F86E21AE582852432D5CB97BC1F982,EF5244D748914859A260E1AAB1501F78,REK-SPAAR,DGS,76A5B9253C44E94F901F540B,GOUDEN KLAVER,EUR,2859560,3542,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,CEA0B58DDA0958B9DE825CE1918101D9D9,EF5762AF741027E3DCCA789BC29BD5E3,REK-SPAAR,DGS,F9412843D8CB08BABCEC715D,GOUDEN KLAVER,EUR,4733238,6859,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,563F5DCA24D9A3BA6592CCD6CC488FA8E4,EF86D4426E554712EC7A209E1A760E2F,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3258541,3970,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,32321D33EF0F82A4CB99B030C91A087FB2,EFA10352D227BB68888A994E1D00DD58,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,7835796,4489,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,EFD4626295E4CCB1433613772D58A6FC11,EFB63C7A1E29EFDF81770969CA201851,REK-SPAAR,DGS,E12BE57EE6E791F49C179775,GOUDEN KLAVER,EUR,1408172,8800,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,C5FA7C9D9C150BE1755EBD7BEC27516942,EFC18866EDD3EF3AE016ED26FE978509,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,8190651,4683,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,F2BDD295642E6047866AA10C49E2069A45,EFF35338372F7947313982EBCE69C857,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,7144161,3425,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,376B1C3B3CB5407685CAB3AE893DF01944,EFF834D766693CB986FB1713EDC8638B,REK-SPAAR,DGS,AB167281E004DAF22730203D,GOUDEN KLAVER,EUR,9402101,9340,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6DE337458A9863982E469B9C924F79F316,F002A2467C04640CE8D427CDF41157A4,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,1311552,2448,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A3F0BE9C25D4FDD3361E84B6086F0DA88F,F03EA09B9A63DD6AD98CADDD65AE4973,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9668950,3564,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D5BA2DFB9FEF00EA884AB0D35457BFAB47,F0603ABBE4014F3B73BE782492DCE6EB,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6380520,3529,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,E6D4569091478EDB967C91887F1C2BAA6F,F0603ABBE4014F3B73BE782492DCE6EB,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9696231,9712,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,CD0F70D60296BC7206B46360D446324027,F06B3266D1795C19D038534B6F208117,REK-SPAAR,DGS,537C101677C93BA90F10B83E,GOUDEN KLAVER,EUR,980526,751,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,C3A6F8C407C6C5AFC20C34A848C8D48F24,F084DB02971558A93696EE1DB294A212,REK-SPAAR,DGS,5ED89B10F911B0E761713979,GOUDEN KLAVER,EUR,9442676,3618,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,2F8940D62D8ACDF077972CC0C0EDFC4DE2,F0C23F53BF6E909ED71BD669D078A701,REK-SPAAR,DGS,D7D2F5082F874F243A59CAEA,GOUDEN KLAVER,EUR,1292476,7944,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,EDA79BC8A37204971E9F37722FB7683941,F0C906B95FA5BDF4E51A90E807D45D41,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,7106236,5925,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,E5D1348B33A6A8039D33016FC66642DD4D,F0C9EBCB140AED623A24F4A5FBE28910,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,565745,4425,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,2741D81313A806E73BB79B1B3388C0E0F4,F14EAB70A4A51B87C00D63BB9926F6F8,REK-SPAAR,DGS,F5548905F7FD1ACE0B46227C,GOUDEN KLAVER,EUR,1932991,2447,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,8BE5005367A2A679920EC3B8F534AE594E,F150041B726C6AF79EE39309A1D213E7,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4033527,2008,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6F0ED1D224E6DBD22BFD75C8402DD0C2E2,F1561DA6C89415D2A46489DED2BB74F3,REK-SPAAR,DGS,212B84897D9AF7F65005E8B0,GOUDEN KLAVER,EUR,2222181,1201,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,866E6DD35ECBCC9E65ABAF60855A54EEC2,F1EE264211E81E0C0501C25DF6BD3C59,REK-SPAAR,DGS,01C434C5C45A8BD4BBE79E41,GOUDEN KLAVER,EUR,5390132,3414,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,5A671A24F39179EFBA635997A608846561,F21D7BC576F5461403D3C098ABAA0F5B,REK-SPAAR,DGS,17E6615CC5513A261B4ACFB6,GOUDEN KLAVER,EUR,9392184,4367,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,E6BEEE1964153676FB0EA7156D3BF1E00E,F226E91AAA7A4A9AD06F60D793571351,REK-SPAAR,DGS,01958ACB11EE3AA76865B233,GOUDEN KLAVER,EUR,4296001,6613,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,8D244A905FE6F35EB547F12EB58787E34E,F2401F558CBD698647D78C3BCED35BA0,REK-SPAAR,DGS,1CBDE09055A9D9090E3C1908,GOUDEN KLAVER,EUR,2166092,3751,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,BA85B9A9BD3ADEA74036032A0E7AA5A2F5,F24C15AC2C0869C70E9BCA0FDEC43CE6,REK-SPAAR,DGS,C36ED1F9ED2BE49452C4976C,GOUDEN KLAVER,EUR,1540142,8577,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,15DBDF18BAF995C3C2F7B25EEE9E5372BE,F26CD52B778B058D0205F2734918B0A2,REK-SPAAR,DGS,FBCE49C0ACAC60D5848B38E7,GOUDEN KLAVER,EUR,960261,3880,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4B6644F49C237E1CD26263B157B56DB134,F281E37ADA47E01C265A39344E43B7CC,REK-SPAAR,DGS,3930581A62CC307F6D7D8486,GOUDEN KLAVER,EUR,8613071,2224,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9EE101226E62FB33230C25B9CB5D459019,F2C3C48841D0225A34A67E0B3D205BDE,REK-SPAAR,DGS,8785041261DC7B13E6F7282D,GOUDEN KLAVER,EUR,1593886,9182,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,1BD2E66876EDC7C381480EB0F98CF04DA0,F2C726A8221CA02DAF97B3AD1599FCFD,REK-SPAAR,DGS,B2585075AC3A4CDE5B51206C,GOUDEN KLAVER,EUR,2128196,1268,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6506F7DB8F29C87A8D58886F03BC057D58,F2CA6A20FA839F696FD69A7041E9614D,REK-SPAAR,DGS,6EA0728635D5C70E9F853CC8,GOUDEN KLAVER,EUR,8369359,4142,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,7A2060E15EAB3CC6D01D0C9D79C1D557F5,F2E4B5EBD3EF3F5EE4A0D9798C8230BD,REK-SPAAR,DGS,C5CCA5BF5059F508FA703FB4,GOUDEN KLAVER,EUR,6353967,2051,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A9D387C733E4B525087ED95CF80841C551,F2EBF08F91B310B4AA5DF969BDC46621,REK-SPAAR,DGS,A9E272DB82B9D06BB471BCF8,GOUDEN KLAVER,EUR,7464696,4881,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,37DA9AC179D46AD2DB8D2896F96FC36ADA,F31E936264D2711D7F909352EA2EA037,REK-SPAAR,DGS,C8542826C085A490A7C4ECE8,GOUDEN KLAVER,EUR,5343352,2378,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,BD6AE4D1F4A7B589A5E7228B963BE00148,F34DC5A173A1324EE4D36BB489048182,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4620188,5375,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,0179DBEDAA9EBADC1C9F7C6C91C544BE1A,F3576400CD80B447FD125557336EFB1D,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2515800,8391,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,B065C1FA6BA5CF1281CD6225F24EBA00E4,F3899F7C5C070C88DE2B910FAFF0F888,REK-SPAAR,DGS,6B2C6D95C0CAFFF622DDE2DC,GOUDEN KLAVER,EUR,7002638,5701,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6F3CFF29686931C34865B40B538ADC2CA8,F394F610658C8C1F3F387015201CB1EA,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,7000978,5786,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,F48C7350C5989E9B100AC134BEE3F3BC89,F3ABE0420CA3003143A1017506E5CE7D,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3466744,4568,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,65AD0949B834F4DDC9BADACFB466CEB370,F3EFADD79E68A567F0A9B3D58A2D6CB6,REK-SPAAR,DGS,2B3824C4450224D5A02D3F27,GOUDEN KLAVER,EUR,1403070,6666,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,B40B849598F046398E43675435589996C6,F40033557AEF838FACF2AC45DC26CCFF,REK-SPAAR,DGS,77A82D43E33CB21034E00B4C,GOUDEN KLAVER,EUR,1469305,1252,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,5C9A3433A2A88B51774B8D7A853081AA4D,F40C9E0DF024D916DE3EDBD321CBB43D,REK-SPAAR,DGS,872331AE5563BDA2D33CEB93,GOUDEN KLAVER,EUR,8842597,3632,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,557CC60A99F09C4F768D29B660ECFC9E9F,F4182081F399A806AF82F8868FBD1F00,REK-SPAAR,DGS,7A8220222779E56A9F1A13D0,GOUDEN KLAVER,EUR,1370752,1492,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D13065E568E7B39AB322F1327F1CCBDE09,F419F3325176736EFA5348B20A627CB1,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2269802,7010,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,3D03D79AC3FDD0A486ABB625295EB1CE0A,F423B5B08108FB18DD910D3194745666,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9082985,6272,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,839B3CE35F0C6F46F01C35DD59E6741345,F44D686F61A594B18D7AF02AD0DC574C,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6028697,4982,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9C10C8D955F1AEA30F0FD3C716658B7343,F45C0575E3A21121BAFDC2E4EFCB7BDF,REK-SPAAR,DGS,3EAC4BE9C6CDC208C427D518,GOUDEN KLAVER,EUR,6015664,5277,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,8664BD9DA158C24B20C5EBF8A672CB3F34,F4678B1815D75162F9A23F161D2008B9,REK-SPAAR,DGS,B59388E7C9F1E1DB1CC422BF,GOUDEN KLAVER,EUR,5559538,1261,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,87938153CD114E168882314CCD5905FC5E,F46BB9BB7823623CB26FEF50EA27E116,REK-SPAAR,DGS,BE15C3FD6969DF537C25C256,GOUDEN KLAVER,EUR,9693226,3119,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4479A9078F4F017CE09E68EF0B9DA93B51,F472A7FF16AE32FCBA0B791576E8A1E1,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6100907,7925,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A80F54D3A794245FFABBAD2EB8C2EE6985,F4783ABA0AB8BA4548118CD99F6C10A2,REK-SPAAR,DGS,A802034B8D5BA0E077A3D7A1,GOUDEN KLAVER,EUR,1638277,2188,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9E1578F8703594416F194E0312C6353883,F47E24F27CEDE404A050081ED3154CB7,REK-SPAAR,DGS,9065725AE95CC306A68CA71E,GOUDEN KLAVER,EUR,5437198,2051,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,59E561B381DDF9D9D83F34DEB7D67C2D5A,F4A22B301888DCCD343CD796A8731EAC,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,8832816,2472,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4057BE0BA32F2DBB1A0C7949A0EC1CD3F9,F4D690EF538A2319D4372E55F586BAC6,REK-SPAAR,DGS,E6BB0041DB1C31817D983189,GOUDEN KLAVER,EUR,4437908,7953,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,2913A5C27FEA50A7A5D24BE5B41E54587A,F4D95E6B1F0AF49928815A1D7D331E4D,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4859909,9742,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,AC34E4CB105FB4A22686D4C4C746DA615A,F4F9C3169640CFD7FDD87778183B713D,REK-SPAAR,DGS,C2D33DD90634572259EE940B,GOUDEN KLAVER,EUR,5976458,7293,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D1BD33742EBDB18ED6E2627BDE12F05DFF,F52EE774B5891AFF44C442D11023F076,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4305090,4246,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,C4B7772D2599B4B480D14788836C06603B,F547508EE3D45D42D864F67BE58DF039,REK-SPAAR,DGS,04AAE4B3FE1C70CF0E05D07E,GOUDEN KLAVER,EUR,5921658,9378,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,1962CF0925FF5B8B42EBAFCF9FA8390013,F588386ECD44093B07487C54600B336E,REK-SPAAR,DGS,2B2EA917BCEF1D9BB96B7CBE,GOUDEN KLAVER,EUR,4467904,2698,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,EF64CE661257170B153E0D8793C9899CE7,F58A02ECCF854389625580D697FC8D26,REK-SPAAR,DGS,54B3F02EAFB7E659CD70E4BA,GOUDEN KLAVER,EUR,3623221,4360,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,86FB5204F41D85EBB5BAAD764240413682,F5B0C06D38520E5D5D5744257DDA2031,REK-SPAAR,DGS,2ED0E9DC5F4EB0BA938E597F,GOUDEN KLAVER,EUR,7536966,1137,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
